gyro_0, gyro_1, gyro_2, accel_0, accel_1, accel_2, mag_0, mag_1, mag_2
98.27,12.68,16.36,-0.44,31.42,1.73,7.17,66.33,0.00
60.27,-9.32,13.36,-0.55,31.09,2.23,6.50,66.83,-0.33
100.27,-9.32,14.36,-0.44,30.66,2.48,6.50,66.83,-0.17
277.27,-112.32,9.36,-0.76,30.87,2.72,6.00,67.00,-0.33
321.27,-10.32,7.36,-0.65,31.09,1.36,5.17,67.50,-0.17
303.27,-4.32,11.36,-0.76,31.09,1.24,4.67,67.33,-0.17
288.27,-4.32,28.36,-0.55,31.20,0.74,3.50,68.00,-0.17
207.27,20.68,38.36,-0.65,31.20,0.50,3.50,67.67,-0.33
225.27,-8.32,23.36,-0.33,31.64,0.12,3.00,67.67,-0.33
40.27,14.68,18.36,-0.55,30.98,-0.37,2.83,67.50,-0.33
2.27,-20.32,17.36,-0.55,31.09,0.12,3.17,68.00,0.17
-4.73,-48.32,19.36,-1.09,31.20,0.87,3.17,67.67,-0.17
15.27,-81.32,18.36,-0.44,31.20,0.50,2.33,68.17,-0.17
12.27,-87.32,20.36,0.22,31.64,-0.12,3.17,67.67,-0.33
4.27,-16.32,17.36,-0.55,31.20,0.25,2.83,67.83,-0.17
-0.73,-7.32,14.36,-0.55,31.20,0.00,3.00,67.50,-0.17
-3.73,-15.32,13.36,-0.22,31.42,0.25,2.67,67.67,-0.17
-3.73,-10.32,12.36,-0.44,31.42,0.37,3.00,67.83,-0.17
2.27,-11.32,14.36,-0.55,31.42,0.37,2.83,68.00,0.17
3.27,-10.32,16.36,-0.55,31.09,0.62,3.17,67.33,-0.17
1.27,-10.32,16.36,-0.33,31.09,0.12,3.33,67.17,-0.17
-3.73,-8.32,14.36,-0.55,31.31,0.25,3.17,68.00,0.00
1.27,-11.32,17.36,-0.22,31.42,0.25,3.17,68.00,-0.50
1.27,-11.32,17.36,-0.44,31.20,0.50,3.17,67.00,-0.33
2.27,-7.32,15.36,-0.55,30.98,0.12,3.00,67.50,-0.67
7.27,-9.32,13.36,-0.44,31.42,0.37,2.83,67.83,0.17
11.27,-10.32,14.36,-0.55,31.09,0.37,3.33,67.67,0.17
14.27,-10.32,16.36,-0.55,30.87,-0.50,2.50,68.00,-0.33
-0.73,-10.32,17.36,-0.55,30.76,0.12,3.33,68.17,-0.17
44.27,-9.32,11.36,-0.44,31.20,0.74,2.67,67.50,-0.17
80.27,-9.32,10.36,-0.33,31.20,-0.25,3.00,67.83,-0.33
62.27,-8.32,13.36,-0.55,30.98,-0.74,2.50,68.17,0.00
-65.73,-9.32,20.36,-0.44,31.20,-1.11,2.33,67.33,-0.17
-175.73,-15.32,26.36,-0.44,31.09,-0.62,3.17,67.17,0.00
-27.73,-12.32,15.36,-0.44,31.09,0.00,3.17,67.67,0.50
-177.73,-65.32,0.36,-0.87,31.31,0.12,4.17,68.00,0.17
-243.73,-134.32,-15.64,-1.96,31.20,-1.36,3.67,67.17,0.00
11.27,38.68,12.36,0.98,31.20,3.71,3.83,67.33,-0.33
-25.73,132.68,6.36,-0.22,31.42,-0.12,4.17,67.50,-0.50
-59.73,148.68,3.36,-0.76,31.42,0.62,4.17,67.33,-0.33
-81.73,69.68,1.36,-0.76,31.31,1.49,3.67,67.33,-0.83
-48.73,36.68,12.36,-0.76,30.98,0.62,4.33,67.50,-0.33
-85.73,86.68,16.36,-0.44,31.53,0.62,3.83,67.17,-0.67
-156.73,156.68,18.36,-0.22,31.31,-2.10,4.17,67.67,-0.33
-212.73,132.68,12.36,-0.76,31.20,1.98,4.33,67.33,-0.50
-293.73,-116.32,21.36,-1.75,30.55,2.10,4.83,66.33,-0.17
-472.73,-269.32,15.36,-2.18,31.64,2.48,5.50,66.67,0.00
-503.73,-366.32,-2.64,-0.22,29.57,2.85,7.17,66.67,-0.33
-347.73,-137.32,7.36,-0.11,31.31,3.22,8.67,66.00,-0.50
-476.73,-19.32,16.36,-0.65,31.20,2.72,9.33,65.17,0.33
-566.73,-19.32,16.36,-0.65,31.20,3.59,10.33,64.67,0.00
-620.73,-22.32,18.36,-0.44,31.09,4.58,11.00,65.00,0.00
-667.73,-20.32,18.36,-1.09,30.11,5.94,13.00,63.83,0.17
-559.73,-19.32,20.36,-0.76,30.00,6.44,14.00,63.67,0.83
-456.73,-19.32,19.36,-0.76,29.68,6.93,15.17,62.67,0.50
-580.73,-98.32,2.36,-0.33,30.66,6.31,16.00,62.17,0.33
-754.73,-103.32,2.36,-0.76,30.44,7.30,18.00,61.50,0.50
-989.73,-60.32,15.36,-0.65,30.66,7.55,20.00,60.17,0.83
-1370.73,-73.32,13.36,-0.65,29.13,10.28,22.50,58.50,0.00
-1287.73,-178.32,-48.64,-0.33,28.70,11.64,25.00,56.33,0.50
-996.73,-264.32,-76.64,-0.55,27.39,14.61,26.50,55.17,1.17
-724.73,-306.32,-105.64,-0.44,28.04,13.87,27.17,53.83,1.00
-772.73,-148.32,-41.64,0.00,27.50,14.61,29.17,51.67,1.17
-811.73,-87.32,-12.64,-0.33,26.95,15.97,30.00,51.17,1.50
-715.73,-109.32,-28.64,-0.33,25.97,16.34,31.67,49.83,1.33
-445.73,-59.32,-3.64,-0.55,25.86,16.96,32.17,48.83,1.50
-360.73,33.68,53.36,-0.55,26.19,17.09,33.00,48.67,1.67
-368.73,53.68,63.36,-0.44,25.65,17.21,33.50,47.50,1.83
-312.73,87.68,80.36,-0.55,25.65,17.83,34.33,47.50,1.83
-235.73,136.68,117.36,-0.22,25.86,17.21,34.00,46.83,1.83
-362.73,87.68,88.36,-0.44,26.08,17.83,34.83,46.50,1.50
-373.73,163.68,142.36,-0.44,24.77,18.82,34.67,45.83,1.50
-439.73,-13.32,20.36,-0.44,25.21,18.20,35.83,45.17,1.50
-622.73,-19.32,18.36,-0.33,24.99,19.07,37.17,43.67,1.67
-706.73,-81.32,-29.64,-0.33,23.36,19.93,37.33,42.17,1.50
-871.73,-144.32,-81.64,-0.22,23.69,20.06,39.33,40.17,1.83
-813.73,-22.32,19.36,-0.22,22.27,21.67,40.83,39.00,1.83
-744.73,-14.32,24.36,-0.65,21.73,21.79,41.17,38.00,2.00
-778.73,-13.32,24.36,0.00,21.62,22.16,42.00,36.17,2.17
-688.73,-17.32,16.36,-0.22,20.75,23.40,43.17,34.67,2.17
-545.73,-17.32,18.36,-0.55,20.31,23.52,44.17,33.83,2.00
-587.73,-17.32,14.36,-0.11,19.66,23.77,43.83,31.83,2.17
-607.73,-24.32,7.36,-0.11,19.33,24.14,45.00,29.83,2.50
-661.73,-16.32,18.36,-0.22,19.11,24.51,45.67,29.17,2.33
-620.73,-17.32,17.36,-0.11,17.59,26.00,46.17,27.50,1.83
-567.73,-18.32,17.36,0.22,17.04,25.50,47.00,26.50,2.33
-580.73,-16.32,16.36,0.00,16.83,25.75,47.67,25.33,2.33
-671.73,-37.32,-13.64,0.11,15.74,26.50,48.83,23.67,2.33
-537.73,-174.32,-251.64,-0.22,15.08,26.99,48.50,21.83,2.50
-374.73,-30.32,-11.64,-0.11,14.97,26.87,49.50,21.00,3.33
-469.73,25.68,93.36,-0.33,15.08,26.99,49.17,20.00,3.00
-636.73,-19.32,14.36,0.00,14.76,27.24,49.83,18.17,2.83
-669.73,-41.32,-33.64,0.33,13.23,28.10,49.67,16.67,2.50
-676.73,-72.32,-98.64,0.44,12.36,28.35,50.33,16.33,2.83
-584.73,-92.32,-168.64,0.33,11.60,29.34,51.00,13.67,3.17
-365.73,-41.32,-51.64,-0.22,11.60,28.97,50.67,12.67,3.17
-287.73,-17.32,10.36,-0.22,10.94,29.22,51.17,12.33,3.00
-316.73,-13.32,19.36,-0.11,10.84,28.97,51.33,11.83,3.50
-415.73,-13.32,17.36,-0.11,10.51,28.97,51.67,10.17,3.17
-579.73,-18.32,16.36,-0.11,9.75,28.85,52.00,9.83,3.17
-687.73,-16.32,17.36,-0.11,9.09,29.84,51.83,7.33,3.17
-604.73,-16.32,16.36,-0.11,8.11,30.33,52.00,5.83,3.17
-645.73,-16.32,15.36,0.00,7.57,30.21,52.17,4.67,3.50
-640.73,-15.32,16.36,0.22,6.70,30.33,52.50,3.17,3.67
-625.73,-22.32,-8.64,0.55,5.94,30.95,52.67,1.83,3.67
-522.73,-33.32,-73.64,0.11,5.06,30.83,52.50,0.67,3.50
-493.73,-31.32,-86.64,0.22,4.63,31.08,52.50,-1.00,4.00
-459.73,-25.32,-59.64,0.22,3.97,30.70,52.67,-2.67,4.00
-426.73,-24.32,-53.64,-0.44,3.87,30.83,52.83,-3.17,3.67
-281.73,-13.32,14.36,0.22,3.21,31.32,53.00,-4.00,3.83
-216.73,-3.32,100.36,0.11,2.89,30.70,52.83,-4.50,4.00
-320.73,-13.32,17.36,0.44,3.32,30.58,53.00,-5.17,3.83
-373.73,-14.32,1.36,0.11,2.45,31.20,52.33,-5.67,3.83
-399.73,-7.32,92.36,-0.11,2.45,30.95,52.50,-7.00,3.83
-379.73,-13.32,17.36,0.22,1.03,31.32,52.67,-7.83,3.83
-305.73,-12.32,11.36,0.33,1.03,31.94,52.33,-8.17,3.83
-158.73,-10.32,13.36,0.44,0.71,31.57,52.83,-9.00,3.67
-80.73,-11.32,16.36,0.33,0.82,31.08,52.67,-8.83,3.83
-98.73,-11.32,16.36,0.11,0.93,31.08,52.83,-9.33,4.50
-197.73,-10.32,19.36,0.22,1.03,30.58,51.83,-9.67,3.83
-565.73,-11.32,141.36,-0.33,0.93,30.09,52.50,-10.17,3.83
-441.73,1.68,77.36,0.44,-1.80,32.93,52.00,-11.67,4.00
-42.73,-12.32,49.36,0.00,-1.03,31.32,52.50,-12.00,4.00
-14.73,-11.32,103.36,0.33,-0.71,31.20,52.33,-11.00,4.50
-8.73,-10.32,16.36,0.11,-0.60,30.95,52.17,-11.83,4.00
-2.73,-10.32,15.36,0.33,-0.38,31.20,52.33,-11.83,4.33
-2.73,-10.32,14.36,0.33,-0.71,30.95,52.00,-11.67,4.00
-0.73,-8.32,16.36,0.11,-0.93,30.83,52.33,-11.67,4.00
0.27,-9.32,16.36,0.22,-0.71,30.70,52.67,-11.83,4.00
-0.73,-8.32,15.36,0.33,-0.49,31.20,52.33,-11.83,4.00
-0.73,-10.32,17.36,0.00,-0.82,30.95,52.50,-11.83,4.17
0.27,-8.32,16.36,0.11,-0.82,31.08,52.50,-11.67,3.67
-1.73,-9.32,17.36,0.11,-0.82,30.95,52.50,-11.50,3.83
-0.73,-10.32,14.36,0.11,-0.49,31.08,52.00,-11.67,3.83
-0.73,-11.32,16.36,0.11,-0.71,31.45,52.00,-11.67,3.67
-2.73,-10.32,16.36,0.22,-0.71,30.83,52.33,-11.17,4.00
-0.73,-8.32,15.36,0.11,-0.71,30.83,52.50,-12.00,4.17
-0.73,-8.32,28.36,0.22,-1.80,30.83,52.33,-11.50,3.83
-2.73,-13.32,356.36,2.62,-1.47,31.32,52.33,-11.33,3.83
-6.73,-14.32,604.36,2.40,-1.80,31.08,52.33,-10.83,4.00
-11.73,-17.32,777.36,0.65,0.05,31.08,53.17,-10.17,4.17
-8.73,-22.32,874.36,-1.09,-0.05,31.20,53.00,-9.67,3.83
-9.73,-15.32,704.36,-2.07,-0.16,31.20,52.83,-9.00,4.00
-3.73,-11.32,245.36,-0.98,0.16,30.70,53.50,-8.33,3.67
0.27,-9.32,13.36,0.11,-0.71,30.95,53.33,-8.17,3.83
-1.73,-9.32,14.36,0.00,-0.82,31.08,53.17,-8.50,3.50
-1.73,-10.32,14.36,0.11,-0.60,31.57,53.67,-8.33,4.00
0.27,-10.32,14.36,0.11,-0.38,31.20,53.33,-8.00,4.00
1.27,-10.32,16.36,0.33,-0.60,31.20,53.17,-8.17,3.67
-0.73,-8.32,16.36,0.11,-0.71,31.32,53.17,-8.17,3.67
0.27,-10.32,15.36,0.33,-0.82,31.08,53.00,-8.17,3.67
0.27,-9.32,14.36,0.11,-0.71,30.95,53.00,-8.67,4.00
0.27,-9.32,15.36,0.76,-1.47,31.32,53.17,-8.33,3.50
4.27,-6.32,-448.64,1.53,-3.76,31.20,53.67,-8.17,3.50
14.27,-5.32,-835.64,-1.31,2.23,31.20,54.00,-9.00,4.00
11.27,-4.32,-660.64,-0.65,0.27,30.70,53.33,-9.17,4.33
2.27,-7.32,-252.64,-0.76,0.27,31.08,53.33,-9.50,3.83
-0.73,-10.32,13.36,0.11,-0.49,31.32,53.67,-8.83,4.00
-0.73,-9.32,14.36,0.33,-0.60,31.45,53.33,-9.00,3.67
-0.73,-9.32,15.36,0.33,-0.71,31.08,53.83,-9.33,4.50
-0.73,-9.32,12.36,0.00,-0.71,31.32,53.50,-9.50,3.83
1.27,-9.32,-43.64,0.76,0.05,30.83,53.50,-9.67,4.00
0.27,-10.32,7.36,0.44,-0.60,31.20,53.50,-9.50,4.17
-0.73,-8.32,15.36,0.33,-0.49,30.95,53.33,-9.33,4.17
4.27,-6.32,-307.64,0.98,-0.93,31.20,53.67,-9.50,4.50
5.27,-7.32,-450.64,-0.76,-1.25,31.20,53.50,-9.67,4.00
2.27,-8.32,-115.64,0.55,-0.27,31.45,54.17,-9.17,3.83
4.27,-9.32,-203.64,0.33,-1.58,31.57,53.67,-9.67,4.17
7.27,-3.32,-597.64,0.65,-1.14,31.20,53.67,-10.50,3.83
6.27,-7.32,-401.64,0.11,1.03,31.20,53.83,-10.50,3.50
5.27,-4.32,-317.64,1.09,-1.14,31.08,53.50,-10.67,4.50
10.27,-3.32,-402.64,0.22,-0.82,31.08,53.33,-10.83,4.17
6.27,-7.32,-93.64,-0.65,-0.38,31.08,53.83,-10.83,3.50
-0.73,-9.32,108.36,0.11,-0.71,30.83,54.00,-11.00,4.00
2.27,-4.32,9.36,0.87,-0.49,31.20,53.33,-10.67,4.17
3.27,3.68,-337.64,0.33,0.16,31.45,54.17,-11.17,3.83
3.27,0.68,-319.64,-0.44,-0.82,31.20,54.17,-11.33,3.83
-1.73,20.68,103.36,-0.98,-1.36,31.32,53.33,-11.17,4.33
30.27,57.68,206.36,-0.87,0.05,31.82,53.83,-11.17,4.00
30.27,328.68,142.36,0.87,-0.49,31.70,53.33,-11.00,3.00
-38.73,427.68,33.36,0.22,-0.71,31.08,53.50,-10.83,1.33
1.27,402.68,104.36,-2.84,-0.16,31.08,52.50,-11.67,0.33
-14.73,591.68,302.36,-3.27,-1.58,31.57,52.67,-11.33,-1.00
-11.73,797.68,171.36,-2.84,-1.03,31.57,51.83,-12.00,-2.00
-58.73,765.68,109.36,-1.31,-0.60,30.46,51.50,-12.00,-3.67
-5.73,856.68,89.36,-4.69,-0.71,31.20,50.83,-11.83,-6.50
-25.73,1204.68,185.36,-5.56,0.38,31.57,50.00,-12.50,-8.83
1.27,1342.68,53.36,-6.65,-0.60,29.71,48.83,-12.50,-11.33
19.27,919.68,-35.64,-7.85,-1.47,28.72,46.83,-13.00,-15.33
26.27,398.68,-57.64,-9.49,-1.03,29.34,46.67,-13.00,-15.33
17.27,347.68,-27.64,-9.71,-0.49,29.84,45.83,-13.17,-16.17
-49.73,668.68,171.36,-9.93,0.27,29.47,45.83,-13.50,-17.67
-5.73,482.68,34.36,-11.13,-1.47,28.85,44.17,-13.83,-19.33
-41.73,422.68,120.36,-12.44,-1.47,28.85,43.83,-13.50,-20.33
-56.73,496.68,161.36,-12.76,-1.58,28.97,43.17,-14.17,-21.33
-78.73,834.68,193.36,-12.87,-0.05,28.60,42.17,-13.67,-22.50
-65.73,905.68,152.36,-12.98,0.27,27.36,40.83,-13.83,-24.67
-51.73,740.68,120.36,-14.51,-1.03,26.50,39.83,-14.00,-25.83
19.27,634.68,-16.64,-15.16,-0.38,26.99,38.50,-13.83,-28.00
52.27,684.68,-67.64,-15.93,-0.27,26.50,37.67,-13.67,-29.00
-84.73,576.68,155.36,-16.91,-0.82,26.25,36.50,-13.33,-30.17
-167.73,766.68,271.36,-18.22,-0.05,24.51,35.67,-13.33,-30.83
-46.73,784.68,90.36,-17.45,-0.38,25.50,34.50,-13.83,-31.83
-23.73,707.68,56.36,-18.65,-1.14,24.64,33.00,-13.83,-33.33
-107.73,689.68,155.36,-19.64,-0.93,23.65,31.50,-14.17,-34.17
-197.73,729.68,266.36,-19.53,-0.49,24.14,31.17,-13.67,-35.33
-109.73,959.68,145.36,-20.18,-0.49,23.65,29.00,-13.67,-36.83
-58.73,1319.68,94.36,-21.16,-0.27,22.41,25.83,-13.67,-38.83
-167.73,1349.68,184.36,-22.69,-1.03,21.17,23.33,-13.50,-40.33
5.27,1277.68,17.36,-23.67,-1.25,18.94,20.50,-12.83,-42.00
145.27,1182.68,-93.64,-25.42,0.38,17.95,18.83,-13.33,-42.67
-49.73,1128.68,56.36,-26.07,-0.71,16.84,16.50,-14.00,-43.33
-96.73,1001.68,85.36,-26.40,-1.25,16.59,13.83,-14.00,-44.50
7.27,907.68,28.36,-26.95,-0.82,15.23,12.17,-13.50,-45.50
393.27,817.68,-194.64,-27.16,-0.16,14.73,10.67,-14.00,-45.67
194.27,914.68,-74.64,-27.16,-1.14,14.49,8.00,-13.67,-46.17
74.27,1022.68,-22.64,-28.15,-0.49,12.75,6.83,-14.00,-46.50
94.27,925.68,-26.64,-28.91,0.93,12.01,3.00,-14.00,-46.50
106.27,884.68,-18.64,-29.02,-0.16,10.65,2.67,-14.17,-47.00
26.27,1325.68,17.36,-29.35,-0.16,9.04,0.67,-14.00,-46.83
-48.73,1367.68,21.36,-29.45,0.38,7.30,-3.50,-13.83,-46.83
15.27,1125.68,5.36,-30.44,-0.05,6.19,-6.33,-13.67,-46.50
-95.73,1126.68,49.36,-31.75,-0.38,5.57,-7.67,-13.50,-46.17
-65.73,897.68,31.36,-30.87,-0.93,3.47,-10.67,-13.33,-45.67
29.27,846.68,13.36,-30.98,0.05,2.35,-11.67,-13.50,-45.00
-110.73,646.68,-4.64,-31.96,-0.16,1.61,-13.50,-13.17,-45.33
-170.73,485.68,-50.64,-31.53,0.05,1.36,-15.00,-13.00,-45.00
-39.73,353.68,-8.64,-31.20,-0.16,1.24,-15.50,-13.67,-45.00
-5.73,249.68,-13.64,-31.85,-0.49,-0.25,-16.17,-13.00,-44.33
-54.73,33.68,14.36,-31.20,-0.27,0.50,-16.17,-13.50,-44.67
-7.73,42.68,15.36,-31.31,-0.71,0.50,-16.00,-12.83,-44.17
8.27,114.68,12.36,-31.09,-0.71,0.62,-16.83,-13.00,-44.00
13.27,140.68,14.36,-31.42,-0.16,0.25,-16.67,-13.17,-43.83
21.27,143.68,16.36,-31.31,-0.16,0.25,-17.00,-13.17,-44.17
9.27,126.68,17.36,-31.09,-0.49,0.00,-17.17,-12.67,-43.50
17.27,57.68,17.36,-31.42,-0.71,-0.99,-18.00,-13.00,-43.33
2.27,-75.32,16.36,-31.31,0.05,-0.25,-17.50,-13.00,-43.83
2.27,-116.32,15.36,-31.09,-0.05,-0.37,-18.00,-13.83,-43.83
2.27,-113.32,12.36,-31.20,-0.49,0.00,-17.00,-13.33,-44.50
22.27,-112.32,15.36,-31.20,-0.05,0.37,-17.17,-13.00,-44.17
26.27,-138.32,14.36,-31.42,-0.27,-0.25,-17.00,-13.33,-44.00
84.27,-166.32,23.36,-31.31,-0.82,-0.62,-16.00,-13.50,-44.17
18.27,-28.32,15.36,-31.20,-0.38,0.74,-16.00,-13.00,-44.17
45.27,-15.32,16.36,-31.31,0.05,0.37,-16.33,-13.17,-43.83
30.27,-22.32,17.36,-31.09,-0.16,-0.37,-16.33,-13.33,-43.83
-3.73,-3.32,16.36,-31.20,-0.38,0.62,-16.17,-13.33,-44.00
-0.73,-11.32,13.36,-31.20,-0.38,0.62,-16.00,-12.83,-44.67
-52.73,-20.32,19.36,-31.31,-0.16,0.87,-16.17,-13.33,-44.33
-125.73,-29.32,20.36,-31.20,-0.38,0.74,-16.00,-13.50,-44.33
-117.73,-42.32,19.36,-31.42,-0.60,0.50,-16.33,-12.67,-44.17
-81.73,-39.32,17.36,-31.31,-0.16,0.50,-15.67,-13.17,-44.17
-29.73,-98.32,26.36,-31.53,-0.82,1.24,-16.00,-13.17,-44.17
-69.73,-159.32,31.36,-31.42,-0.60,0.50,-16.00,-13.17,-44.67
-136.73,-196.32,42.36,-31.75,0.05,0.62,-15.00,-12.83,-44.50
-185.73,-286.32,36.36,-31.20,0.38,0.62,-14.67,-12.83,-44.67
-203.73,-329.32,58.36,-31.31,-1.58,1.73,-14.00,-12.67,-45.83
-321.73,-507.32,59.36,-31.20,0.05,1.49,-13.00,-12.17,-45.50
-204.73,-701.32,29.36,-30.98,0.27,3.34,-11.33,-12.17,-45.83
-291.73,-613.32,47.36,-30.65,-0.27,3.71,-10.67,-12.33,-45.67
-181.73,-501.32,43.36,-30.76,-0.60,4.09,-9.50,-12.33,-46.00
-105.73,-729.32,31.36,-31.42,-0.82,3.96,-8.17,-12.17,-46.33
-89.73,-747.32,31.36,-30.44,-1.25,6.19,-5.50,-12.50,-46.83
-27.73,-619.32,22.36,-29.78,-0.27,6.56,-5.33,-12.50,-47.00
-9.73,-537.32,18.36,-30.33,-0.60,6.69,-3.50,-12.00,-47.00
-2.73,-647.32,18.36,-30.44,-0.38,8.30,-2.33,-12.17,-46.67
64.27,-804.32,-3.64,-30.22,-0.82,8.30,-0.33,-12.00,-47.17
54.27,-859.32,-0.64,-29.67,-0.60,9.41,1.67,-12.33,-46.83
178.27,-783.32,-49.64,-29.24,-0.60,9.90,3.67,-13.00,-47.00
111.27,-843.32,-22.64,-28.91,-0.16,10.77,5.50,-12.33,-46.50
16.27,-1128.32,14.36,-28.58,-0.49,12.38,7.67,-12.50,-46.83
-0.73,-1189.32,21.36,-27.93,-0.82,13.00,9.33,-13.00,-46.17
-21.73,-916.32,32.36,-26.62,-0.82,14.73,11.67,-12.83,-45.67
-163.73,-814.32,106.36,-26.51,-1.25,16.34,14.50,-12.33,-45.00
-55.73,-957.32,50.36,-24.87,-0.93,18.08,15.67,-12.50,-44.33
91.27,-879.32,-33.64,-25.85,-0.05,16.10,17.67,-12.83,-44.00
27.27,-504.32,-5.64,-25.42,0.49,18.08,18.50,-12.67,-43.33
-8.73,-504.32,20.36,-25.20,-0.60,18.08,19.83,-13.00,-42.67
-36.73,-591.32,44.36,-24.76,-0.71,18.57,21.00,-12.33,-42.33
-12.73,-661.32,26.36,-24.22,-0.16,19.44,22.17,-12.83,-42.17
7.27,-693.32,5.36,-23.78,-0.16,19.81,23.33,-12.00,-41.00
-6.73,-764.32,19.36,-23.45,-0.60,20.55,25.00,-12.33,-40.33
-10.73,-830.32,20.36,-22.80,-0.60,20.68,26.33,-12.33,-39.67
27.27,-872.32,-15.64,-21.49,0.38,22.29,27.67,-12.67,-38.50
139.27,-689.32,-133.64,-21.27,-0.71,22.78,29.00,-12.67,-37.33
230.27,-569.32,-242.64,-21.27,-1.03,22.78,30.17,-13.17,-37.17
146.27,-387.32,-142.64,-20.95,-0.82,23.65,30.33,-12.83,-35.83
138.27,-235.32,-149.64,-19.85,-0.82,23.03,31.00,-13.17,-35.67
136.27,-273.32,-140.64,-19.20,-1.03,24.27,31.33,-13.33,-35.33
-33.73,-451.32,61.36,-19.42,-1.25,24.51,32.33,-13.00,-35.00
-141.73,-763.32,193.36,-18.65,-0.93,24.51,33.00,-12.83,-34.17
-109.73,-835.32,159.36,-17.89,-0.49,25.26,34.83,-13.17,-32.83
-47.73,-904.32,71.36,-17.24,-1.03,25.88,36.33,-12.50,-31.33
38.27,-1149.32,-48.64,-16.04,-0.82,25.38,37.83,-12.67,-29.83
77.27,-1175.32,-125.64,-14.95,0.05,27.36,39.83,-12.17,-27.17
94.27,-1022.32,-184.64,-14.07,-0.38,27.24,41.17,-12.67,-25.67
45.27,-866.32,-97.64,-13.20,-0.82,27.98,43.00,-12.17,-23.33
20.27,-682.32,-42.64,-11.56,-0.82,28.85,43.83,-12.83,-21.50
112.27,-560.32,-272.64,-11.56,-1.14,28.85,45.00,-12.50,-20.67
110.27,-518.32,-283.64,-12.55,1.47,28.60,45.50,-12.50,-19.50
-7.73,-607.32,25.36,-10.25,-0.16,28.85,46.00,-12.00,-18.33
-4.73,-680.32,17.36,-9.38,-0.49,29.84,46.67,-12.00,-17.17
19.27,-780.32,-62.64,-7.85,-0.93,30.21,48.50,-12.50,-15.17
31.27,-740.32,-117.64,-7.31,-0.60,30.46,48.33,-12.33,-13.33
8.27,-576.32,-20.64,-5.67,-1.36,31.08,49.83,-11.50,-12.00
13.27,-474.32,-49.64,-5.45,0.16,30.46,50.00,-11.50,-11.67
-27.73,-499.32,113.36,-6.00,0.16,30.46,50.83,-11.67,-9.67
-33.73,-494.32,159.36,-5.89,-0.27,30.95,51.33,-11.33,-9.17
-12.73,-526.32,83.36,-4.58,-0.05,30.46,51.67,-10.67,-7.33
13.27,-617.32,112.36,-4.69,-0.93,30.83,52.33,-10.17,-6.17
98.27,-569.32,227.36,-4.04,-0.82,31.20,53.00,-9.67,-5.00
51.27,-423.32,188.36,-2.73,-0.16,31.45,53.33,-9.67,-3.83
8.27,-292.32,62.36,-3.16,-0.60,31.20,53.50,-8.83,-3.00
3.27,-337.32,146.36,-2.18,-0.05,29.96,53.67,-8.83,-2.00
-154.73,-645.32,173.36,-0.76,0.16,30.21,54.17,-8.50,-1.00
-37.73,-884.32,-14.64,-0.11,-0.93,31.70,54.50,-8.83,0.83
0.27,-333.32,-54.64,0.33,-1.03,32.31,54.50,-8.50,2.17
0.27,-34.32,17.36,-0.55,-1.14,31.32,54.67,-8.67,2.00
-2.73,-11.32,43.36,0.00,-0.27,30.95,54.67,-8.83,2.33
-5.73,-11.32,69.36,0.22,-0.71,31.70,54.67,-8.67,1.83
-1.73,-11.32,20.36,0.55,-0.60,31.45,54.17,-8.67,1.83
-0.73,-9.32,13.36,0.33,-0.49,30.95,55.00,-8.83,1.83
0.27,-9.32,1.36,0.22,-0.49,31.20,54.83,-8.83,1.83
1.27,-10.32,38.36,-0.11,-0.49,31.57,54.83,-9.17,2.00
-0.73,-10.32,35.36,0.11,-0.93,30.83,54.67,-8.83,2.17
0.27,-9.32,-2.64,0.55,-0.93,30.83,55.00,-8.83,2.33
0.27,-10.32,-21.64,0.33,-0.38,31.45,54.00,-8.17,2.17
0.27,-10.32,-33.64,-0.22,-0.82,30.83,54.00,-9.17,1.67
-0.73,-10.32,-18.64,0.55,-0.71,31.32,54.33,-8.83,2.17
0.27,-9.32,16.36,0.44,-0.60,30.95,54.17,-8.83,2.17
0.27,-8.32,15.36,0.44,-0.16,31.57,54.33,-9.17,1.83
5.27,-7.32,17.36,0.44,-0.60,31.08,55.00,-9.00,2.17
0.27,-10.32,13.36,0.11,-0.71,31.08,54.50,-8.83,2.33
0.27,-10.32,16.36,0.44,-0.38,31.45,54.50,-9.00,1.83
-0.73,-9.32,16.36,-0.11,-0.49,31.20,54.50,-9.17,1.50
1.27,-10.32,15.36,0.11,-0.38,31.45,54.50,-8.67,1.50
-0.73,-10.32,16.36,0.22,-0.82,31.45,53.83,-8.83,2.17
0.27,-8.32,15.36,0.33,-0.49,31.45,54.83,-8.67,2.17
1.27,-9.32,16.36,-0.22,-0.93,31.32,54.50,-8.83,1.33
0.27,-10.32,15.36,0.00,-0.60,31.45,54.83,-9.17,1.83
-0.73,-8.32,27.36,0.33,-0.49,31.57,54.33,-8.67,1.67
0.27,-10.32,153.36,-0.11,2.34,31.45,54.67,-8.83,2.00
2.27,-8.32,-132.64,0.76,-1.36,30.83,54.17,-9.33,2.00
-1.73,-10.32,-248.64,0.87,-2.56,30.83,54.17,-9.33,1.83
-2.73,-13.32,75.36,-1.42,0.49,31.20,54.00,-9.17,2.17
1.27,-10.32,-94.64,-1.75,-0.05,31.57,53.83,-9.67,2.00
2.27,-7.32,-123.64,0.44,-1.03,31.08,53.67,-9.67,1.83
